Test Date,County,Number Positive,Number Tests
4/29/2020,Cayuga,0.00,25.00
4/30/2020,Cayuga,3.00,28.00
5/1/2020,Cayuga,0.00,17.00
5/2/2020,Cayuga,0.00,14.00
5/3/2020,Cayuga,0.00,10.00
5/4/2020,Cayuga,0.00,22.00
5/5/2020,Cayuga,0.00,19.00
5/6/2020,Cayuga,1.00,25.00
5/7/2020,Cayuga,0.00,20.00
5/8/2020,Cayuga,1.00,61.00
5/9/2020,Cayuga,5.00,23.00
5/10/2020,Cayuga,2.00,48.00
5/11/2020,Cayuga,0.00,23.00
5/12/2020,Cayuga,0.00,45.00
5/13/2020,Cayuga,0.00,104.00
5/14/2020,Cayuga,1.00,261.00
5/15/2020,Cayuga,2.00,111.00
5/16/2020,Cayuga,0.00,79.00
5/17/2020,Cayuga,2.00,189.00
5/18/2020,Cayuga,3.00,68.00
5/19/2020,Cayuga,0.00,106.00
5/20/2020,Cayuga,4.00,105.00
5/21/2020,Cayuga,1.00,245.00
5/22/2020,Cayuga,3.00,356.00
5/23/2020,Cayuga,1.00,143.00
5/24/2020,Cayuga,0.00,176.00
5/25/2020,Cayuga,1.00,76.00
5/26/2020,Cayuga,2.00,117.00
5/27/2020,Cayuga,4.00,101.00
5/28/2020,Cayuga,5.00,383.00
5/29/2020,Cayuga,1.00,374.00
5/30/2020,Cayuga,1.00,249.00
5/31/2020,Cayuga,1.00,289.00
6/1/2020,Cayuga,1.00,250.00
6/2/2020,Cayuga,3.00,288.00
6/3/2020,Cayuga,0.00,375.00
6/4/2020,Cayuga,2.00,375.00
6/5/2020,Cayuga,2.00,299.00
6/6/2020,Cayuga,1.00,233.00
6/7/2020,Cayuga,0.00,465.00
6/8/2020,Cayuga,1.00,231.00
6/9/2020,Cayuga,0.00,231.00
6/10/2020,Cayuga,0.00,152.00
6/11/2020,Cayuga,1.00,337.00
6/12/2020,Cayuga,0.00,170.00
6/13/2020,Cayuga,3.00,432.00
6/14/2020,Cayuga,0.00,106.00
6/15/2020,Cayuga,0.00,169.00
6/16/2020,Cayuga,0.00,142.00
6/17/2020,Cayuga,0.00,98.00
6/18/2020,Cayuga,1.00,476.00
6/19/2020,Cayuga,1.00,225.00
6/20/2020,Cayuga,0.00,420.00
6/21/2020,Cayuga,0.00,101.00
6/22/2020,Cayuga,0.00,193.00
6/23/2020,Cayuga,1.00,144.00
6/24/2020,Cayuga,0.00,116.00
6/25/2020,Cayuga,0.00,200.00
6/26/2020,Cayuga,2.00,285.00
6/27/2020,Cayuga,2.00,338.00
6/28/2020,Cayuga,1.00,277.00
6/29/2020,Cayuga,1.00,184.00
6/30/2020,Cayuga,4.00,121.00
7/1/2020,Cayuga,0.00,126.00
7/2/2020,Cayuga,1.00,194.00
7/3/2020,Cayuga,0.00,308.00
7/4/2020,Cayuga,0.00,97.00
7/5/2020,Cayuga,2.00,75.00
7/6/2020,Cayuga,0.00,188.00
7/7/2020,Cayuga,0.00,262.00
7/8/2020,Cayuga,2.00,240.00
7/9/2020,Cayuga,0.00,291.00
7/10/2020,Cayuga,2.00,236.00
7/11/2020,Cayuga,0.00,308.00
7/12/2020,Cayuga,0.00,154.00
7/13/2020,Cayuga,1.00,362.00
7/14/2020,Cayuga,1.00,190.00
7/15/2020,Cayuga,0.00,221.00
7/16/2020,Cayuga,1.00,574.00
7/17/2020,Cayuga,0.00,253.00
7/18/2020,Cayuga,0.00,92.00
7/19/2020,Cayuga,2.00,172.00
7/20/2020,Cayuga,0.00,325.00
7/21/2020,Cayuga,3.00,346.00
7/22/2020,Cayuga,1.00,376.00
7/23/2020,Cayuga,2.00,423.00
7/24/2020,Cayuga,2.00,260.00
7/25/2020,Cayuga,0.00,438.00
7/26/2020,Cayuga,1.00,238.00
7/27/2020,Cayuga,0.00,168.00
7/28/2020,Cayuga,1.00,236.00
7/29/2020,Cayuga,0.00,205.00
7/30/2020,Cayuga,2.00,152.00
7/31/2020,Cayuga,1.00,236.00
8/1/2020,Cayuga,4.00,115.00
8/2/2020,Cayuga,0.00,85.00
8/3/2020,Cayuga,2.00,541.00
8/4/2020,Cayuga,0.00,257.00
8/5/2020,Cayuga,1.00,262.00
8/6/2020,Cayuga,0.00,233.00
8/7/2020,Cayuga,0.00,155.00
8/8/2020,Cayuga,1.00,109.00
8/9/2020,Cayuga,0.00,60.00
8/10/2020,Cayuga,5.00,628.00
8/11/2020,Cayuga,4.00,304.00
8/12/2020,Cayuga,1.00,193.00
8/13/2020,Cayuga,1.00,175.00
8/14/2020,Cayuga,0.00,224.00
8/15/2020,Cayuga,1.00,131.00
8/16/2020,Cayuga,0.00,374.00
8/17/2020,Cayuga,0.00,221.00
8/18/2020,Cayuga,0.00,224.00
8/19/2020,Cayuga,0.00,291.00
8/20/2020,Cayuga,0.00,427.00
8/21/2020,Cayuga,2.00,280.00
8/22/2020,Cayuga,1.00,168.00
8/23/2020,Cayuga,0.00,67.00
8/24/2020,Cayuga,7.00,532.00
8/25/2020,Cayuga,1.00,212.00
8/26/2020,Cayuga,1.00,229.00
8/27/2020,Cayuga,1.00,233.00
8/28/2020,Cayuga,0.00,675.00
8/29/2020,Cayuga,0.00,374.00
8/30/2020,Cayuga,1.00,74.00
8/31/2020,Cayuga,2.00,245.00
9/1/2020,Cayuga,0.00,204.00
9/2/2020,Cayuga,1.00,351.00
9/3/2020,Cayuga,0.00,253.00
9/4/2020,Cayuga,1.00,539.00
9/5/2020,Cayuga,1.00,179.00
9/6/2020,Cayuga,0.00,89.00
9/7/2020,Cayuga,1.00,155.00
9/8/2020,Cayuga,1.00,114.00
9/9/2020,Cayuga,0.00,178.00
9/10/2020,Cayuga,0.00,511.00
9/11/2020,Cayuga,2.00,637.00
9/12/2020,Cayuga,3.00,263.00
9/13/2020,Cayuga,0.00,86.00
9/14/2020,Cayuga,1.00,286.00
9/15/2020,Cayuga,2.00,172.00
9/16/2020,Cayuga,1.00,391.00
9/17/2020,Cayuga,1.00,356.00
9/18/2020,Cayuga,1.00,806.00
9/19/2020,Cayuga,3.00,344.00
9/20/2020,Cayuga,0.00,119.00
9/21/2020,Cayuga,3.00,304.00
9/22/2020,Cayuga,2.00,257.00
9/23/2020,Cayuga,1.00,355.00
9/24/2020,Cayuga,3.00,600.00
9/25/2020,Cayuga,3.00,676.00
9/26/2020,Cayuga,4.00,378.00
9/27/2020,Cayuga,3.00,376.00
9/28/2020,Cayuga,1.00,207.00
9/29/2020,Cayuga,1.00,422.00
9/30/2020,Cayuga,1.00,418.00
10/1/2020,Cayuga,3.00,529.00
10/2/2020,Cayuga,4.00,526.00
10/3/2020,Cayuga,3.00,337.00
10/4/2020,Cayuga,0.00,418.00
10/5/2020,Cayuga,1.00,412.00
10/6/2020,Cayuga,2.00,356.00
10/7/2020,Cayuga,3.00,344.00
10/8/2020,Cayuga,3.00,595.00
10/9/2020,Cayuga,1.00,920.00
10/10/2020,Cayuga,3.00,275.00
10/11/2020,Cayuga,2.00,437.00
10/12/2020,Cayuga,5.00,303.00
10/13/2020,Cayuga,8.00,532.00
10/14/2020,Cayuga,10.00,448.00
10/15/2020,Cayuga,6.00,480.00
10/16/2020,Cayuga,9.00,798.00
10/17/2020,Cayuga,5.00,336.00
10/18/2020,Cayuga,5.00,386.00
10/19/2020,Cayuga,8.00,394.00
10/20/2020,Cayuga,30.00,567.00
10/21/2020,Cayuga,10.00,608.00
10/22/2020,Cayuga,9.00,442.00
10/23/2020,Cayuga,1.00,770.00
10/24/2020,Cayuga,12.00,668.00
10/25/2020,Cayuga,9.00,480.00
10/26/2020,Cayuga,16.00,498.00
10/27/2020,Cayuga,8.00,376.00
10/28/2020,Cayuga,8.00,371.00
10/29/2020,Cayuga,24.00,567.00
10/30/2020,Cayuga,9.00,866.00
10/31/2020,Cayuga,15.00,386.00
11/1/2020,Cayuga,3.00,348.00
11/2/2020,Cayuga,9.00,460.00
11/3/2020,Cayuga,9.00,475.00
11/4/2020,Cayuga,12.00,557.00
11/5/2020,Cayuga,10.00,590.00
11/6/2020,Cayuga,22.00,706.00
11/7/2020,Cayuga,15.00,348.00
11/8/2020,Cayuga,16.00,496.00
11/9/2020,Cayuga,17.00,470.00
11/10/2020,Cayuga,7.00,509.00
11/11/2020,Cayuga,21.00,522.00
11/12/2020,Cayuga,15.00,731.00
11/13/2020,Cayuga,18.00,987.00
11/14/2020,Cayuga,5.00,293.00
11/15/2020,Cayuga,7.00,272.00
11/16/2020,Cayuga,15.00,745.00
11/17/2020,Cayuga,10.00,807.00
11/18/2020,Cayuga,12.00,564.00
11/19/2020,Cayuga,5.00,222.00
11/20/2020,Cayuga,17.00,864.00
11/21/2020,Cayuga,6.00,239.00
11/22/2020,Cayuga,31.00,1032.00
11/23/2020,Cayuga,27.00,850.00
11/24/2020,Cayuga,21.00,415.00
11/25/2020,Cayuga,11.00,515.00
11/26/2020,Cayuga,28.00,771.00
11/27/2020,Cayuga,24.00,279.00
11/28/2020,Cayuga,23.00,444.00
11/29/2020,Cayuga,21.00,499.00
11/30/2020,Cayuga,27.00,343.00
12/1/2020,Cayuga,13.00,573.00
12/2/2020,Cayuga,53.00,588.00
12/3/2020,Cayuga,34.00,901.00
12/4/2020,Cayuga,51.00,570.00
12/5/2020,Cayuga,51.00,1031.00
12/6/2020,Cayuga,77.00,750.00
12/7/2020,Cayuga,46.00,494.00
12/8/2020,Cayuga,40.00,843.00
12/9/2020,Cayuga,42.00,873.00
12/10/2020,Cayuga,97.00,1226.00
12/11/2020,Cayuga,67.00,1060.00
12/12/2020,Cayuga,56.00,574.00
12/13/2020,Cayuga,37.00,836.00
12/14/2020,Cayuga,48.00,563.00
12/15/2020,Cayuga,68.00,634.00
12/16/2020,Cayuga,101.00,1071.00
12/17/2020,Cayuga,86.00,1476.00
12/18/2020,Cayuga,69.00,1010.00
12/19/2020,Cayuga,67.00,784.00
12/20/2020,Cayuga,98.00,852.00
12/21/2020,Cayuga,46.00,470.00
12/22/2020,Cayuga,71.00,772.00
12/23/2020,Cayuga,62.00,1259.00
12/24/2020,Cayuga,86.00,1155.00
12/25/2020,Cayuga,53.00,715.00
12/26/2020,Cayuga,35.00,271.00
12/27/2020,Cayuga,104.00,829.00
12/28/2020,Cayuga,80.00,537.00
12/29/2020,Cayuga,87.00,703.00
12/30/2020,Cayuga,152.00,1302.00
12/31/2020,Cayuga,103.00,664.00
1/1/2021,Cayuga,75.00,576.00
1/2/2021,Cayuga,94.00,955.00
1/3/2021,Cayuga,128.00,626.00
1/4/2021,Cayuga,87.00,814.00
1/5/2021,Cayuga,111.00,1086.00
1/6/2021,Cayuga,97.00,1064.00
1/7/2021,Cayuga,118.00,1069.00
1/8/2021,Cayuga,76.00,1059.00
1/9/2021,Cayuga,65.00,735.00
1/10/2021,Cayuga,54.00,634.00
1/11/2021,Cayuga,62.00,644.00
1/12/2021,Cayuga,68.00,939.00
1/13/2021,Cayuga,71.00,802.00
1/14/2021,Cayuga,94.00,1171.00
1/15/2021,Cayuga,70.00,964.00
1/16/2021,Cayuga,43.00,979.00
1/17/2021,Cayuga,62.00,603.00
1/18/2021,Cayuga,60.00,805.00
1/19/2021,Cayuga,42.00,1088.00
1/20/2021,Cayuga,84.00,923.00
1/21/2021,Cayuga,50.00,713.00
1/22/2021,Cayuga,47.00,1160.00
1/23/2021,Cayuga,34.00,660.00
1/24/2021,Cayuga,21.00,377.00
1/25/2021,Cayuga,39.00,588.00
1/26/2021,Cayuga,30.00,716.00
1/27/2021,Cayuga,38.00,695.00
1/28/2021,Cayuga,24.00,580.00
1/29/2021,Cayuga,29.00,1136.00
1/30/2021,Cayuga,33.00,606.00
1/31/2021,Cayuga,19.00,361.00
2/1/2021,Cayuga,13.00,632.00
2/2/2021,Cayuga,23.00,587.00
2/3/2021,Cayuga,15.00,545.00
2/4/2021,Cayuga,27.00,624.00
2/5/2021,Cayuga,19.00,728.00
2/6/2021,Cayuga,13.00,565.00
2/7/2021,Cayuga,13.00,491.00
2/8/2021,Cayuga,7.00,462.00
2/9/2021,Cayuga,22.00,906.00
2/10/2021,Cayuga,20.00,719.00
3/1/2020,Chautauqua,0.00,0.00
3/2/2020,Chautauqua,0.00,0.00
3/3/2020,Chautauqua,0.00,0.00
3/4/2020,Chautauqua,0.00,0.00
3/5/2020,Chautauqua,0.00,0.00
3/6/2020,Chautauqua,0.00,0.00
3/7/2020,Chautauqua,0.00,0.00
3/8/2020,Chautauqua,0.00,0.00
3/9/2020,Chautauqua,0.00,0.00
3/10/2020,Chautauqua,0.00,0.00
3/11/2020,Chautauqua,0.00,0.00
3/12/2020,Chautauqua,0.00,1.00
3/13/2020,Chautauqua,0.00,1.00
3/14/2020,Chautauqua,0.00,0.00
3/15/2020,Chautauqua,0.00,1.00
3/16/2020,Chautauqua,0.00,0.00
3/17/2020,Chautauqua,0.00,0.00
3/18/2020,Chautauqua,0.00,3.00
3/19/2020,Chautauqua,0.00,1.00
3/20/2020,Chautauqua,0.00,2.00
3/21/2020,Chautauqua,0.00,4.00
3/22/2020,Chautauqua,0.00,12.00
3/23/2020,Chautauqua,0.00,4.00
3/24/2020,Chautauqua,1.00,3.00
3/25/2020,Chautauqua,0.00,4.00
3/26/2020,Chautauqua,0.00,20.00
3/27/2020,Chautauqua,4.00,19.00
3/28/2020,Chautauqua,0.00,20.00
3/29/2020,Chautauqua,0.00,3.00
3/30/2020,Chautauqua,1.00,9.00
3/31/2020,Chautauqua,0.00,9.00
4/1/2020,Chautauqua,2.00,8.00
4/2/2020,Chautauqua,1.00,15.00
4/3/2020,Chautauqua,1.00,20.00
4/4/2020,Chautauqua,1.00,28.00
4/5/2020,Chautauqua,4.00,50.00
4/6/2020,Chautauqua,1.00,37.00
4/7/2020,Chautauqua,1.00,6.00
4/8/2020,Chautauqua,1.00,32.00
4/9/2020,Chautauqua,2.00,54.00
4/10/2020,Chautauqua,1.00,67.00
4/11/2020,Chautauqua,1.00,39.00
4/12/2020,Chautauqua,1.00,25.00
4/13/2020,Chautauqua,0.00,8.00
4/14/2020,Chautauqua,1.00,19.00
4/15/2020,Chautauqua,0.00,29.00
4/16/2020,Chautauqua,1.00,32.00
4/17/2020,Chautauqua,0.00,22.00
4/18/2020,Chautauqua,0.00,20.00
4/19/2020,Chautauqua,0.00,9.00
4/20/2020,Chautauqua,0.00,3.00
4/21/2020,Chautauqua,1.00,26.00
4/22/2020,Chautauqua,0.00,38.00
4/23/2020,Chautauqua,1.00,74.00
4/24/2020,Chautauqua,0.00,97.00
4/25/2020,Chautauqua,2.00,56.00
4/26/2020,Chautauqua,1.00,101.00
4/27/2020,Chautauqua,0.00,26.00
4/28/2020,Chautauqua,1.00,64.00
4/29/2020,Chautauqua,2.00,39.00
4/30/2020,Chautauqua,2.00,47.00
5/1/2020,Chautauqua,0.00,53.00
5/2/2020,Chautauqua,1.00,18.00
5/3/2020,Chautauqua,1.00,9.00
5/4/2020,Chautauqua,0.00,54.00
5/5/2020,Chautauqua,1.00,88.00
5/6/2020,Chautauqua,2.00,80.00
5/7/2020,Chautauqua,0.00,51.00
5/8/2020,Chautauqua,0.00,97.00
5/9/2020,Chautauqua,1.00,58.00
5/10/2020,Chautauqua,0.00,27.00
5/11/2020,Chautauqua,1.00,49.00
5/12/2020,Chautauqua,1.00,125.00
5/13/2020,Chautauqua,1.00,125.00
5/14/2020,Chautauqua,1.00,139.00
5/15/2020,Chautauqua,3.00,60.00
5/16/2020,Chautauqua,0.00,91.00
5/17/2020,Chautauqua,1.00,63.00
5/18/2020,Chautauqua,0.00,98.00
5/19/2020,Chautauqua,1.00,90.00
5/20/2020,Chautauqua,8.00,273.00
5/21/2020,Chautauqua,5.00,190.00
5/22/2020,Chautauqua,9.00,217.00
5/23/2020,Chautauqua,3.00,134.00
5/24/2020,Chautauqua,0.00,38.00
5/25/2020,Chautauqua,2.00,94.00
5/26/2020,Chautauqua,1.00,145.00
5/27/2020,Chautauqua,3.00,129.00
5/28/2020,Chautauqua,1.00,637.00
5/29/2020,Chautauqua,1.00,272.00
5/30/2020,Chautauqua,1.00,637.00
5/31/2020,Chautauqua,1.00,253.00
6/1/2020,Chautauqua,1.00,184.00
6/2/2020,Chautauqua,3.00,277.00
6/3/2020,Chautauqua,6.00,604.00
6/4/2020,Chautauqua,2.00,522.00
6/5/2020,Chautauqua,2.00,364.00
6/6/2020,Chautauqua,2.00,1131.00
6/7/2020,Chautauqua,0.00,343.00
6/8/2020,Chautauqua,2.00,250.00
6/9/2020,Chautauqua,2.00,308.00
6/10/2020,Chautauqua,1.00,778.00
6/11/2020,Chautauqua,0.00,487.00
6/12/2020,Chautauqua,0.00,370.00
6/13/2020,Chautauqua,1.00,723.00
6/14/2020,Chautauqua,0.00,261.00
6/15/2020,Chautauqua,1.00,607.00
6/16/2020,Chautauqua,0.00,439.00
6/17/2020,Chautauqua,2.00,511.00
6/18/2020,Chautauqua,2.00,407.00
6/19/2020,Chautauqua,3.00,281.00
6/20/2020,Chautauqua,1.00,511.00
6/21/2020,Chautauqua,0.00,318.00
6/22/2020,Chautauqua,0.00,393.00
6/23/2020,Chautauqua,2.00,316.00
6/24/2020,Chautauqua,3.00,332.00
6/25/2020,Chautauqua,1.00,586.00
6/26/2020,Chautauqua,1.00,207.00
6/27/2020,Chautauqua,0.00,284.00
6/28/2020,Chautauqua,0.00,372.00
6/29/2020,Chautauqua,4.00,568.00
6/30/2020,Chautauqua,0.00,492.00
7/1/2020,Chautauqua,0.00,292.00
7/2/2020,Chautauqua,2.00,227.00
7/3/2020,Chautauqua,2.00,107.00
7/4/2020,Chautauqua,1.00,287.00
7/5/2020,Chautauqua,2.00,582.00
7/6/2020,Chautauqua,1.00,428.00
7/7/2020,Chautauqua,14.00,318.00
7/8/2020,Chautauqua,3.00,193.00
7/9/2020,Chautauqua,3.00,606.00
7/10/2020,Chautauqua,15.00,352.00
7/11/2020,Chautauqua,0.00,267.00
7/12/2020,Chautauqua,1.00,192.00
7/13/2020,Chautauqua,9.00,573.00
7/14/2020,Chautauqua,6.00,479.00
7/15/2020,Chautauqua,5.00,575.00
7/16/2020,Chautauqua,1.00,670.00
7/17/2020,Chautauqua,2.00,275.00
7/18/2020,Chautauqua,0.00,295.00
7/19/2020,Chautauqua,0.00,199.00
7/20/2020,Chautauqua,12.00,769.00
7/21/2020,Chautauqua,4.00,692.00
7/22/2020,Chautauqua,2.00,385.00
7/23/2020,Chautauqua,0.00,629.00
7/24/2020,Chautauqua,4.00,408.00
7/25/2020,Chautauqua,2.00,118.00
7/26/2020,Chautauqua,0.00,57.00
7/27/2020,Chautauqua,1.00,339.00
7/28/2020,Chautauqua,4.00,386.00
7/29/2020,Chautauqua,1.00,471.00
7/30/2020,Chautauqua,4.00,422.00
7/31/2020,Chautauqua,3.00,729.00
8/1/2020,Chautauqua,1.00,262.00
8/2/2020,Chautauqua,2.00,230.00
8/3/2020,Chautauqua,7.00,295.00
8/4/2020,Chautauqua,0.00,298.00
8/5/2020,Chautauqua,3.00,232.00
8/6/2020,Chautauqua,5.00,330.00
8/7/2020,Chautauqua,4.00,530.00
8/8/2020,Chautauqua,0.00,350.00
8/9/2020,Chautauqua,4.00,418.00
8/10/2020,Chautauqua,1.00,706.00
8/11/2020,Chautauqua,0.00,949.00
8/12/2020,Chautauqua,2.00,530.00
8/13/2020,Chautauqua,0.00,376.00
8/14/2020,Chautauqua,3.00,396.00
8/15/2020,Chautauqua,0.00,194.00
8/16/2020,Chautauqua,2.00,167.00
8/17/2020,Chautauqua,6.00,1028.00
8/18/2020,Chautauqua,1.00,259.00
8/19/2020,Chautauqua,3.00,238.00
8/20/2020,Chautauqua,3.00,497.00
8/21/2020,Chautauqua,9.00,393.00
8/22/2020,Chautauqua,2.00,308.00
8/23/2020,Chautauqua,0.00,587.00
8/24/2020,Chautauqua,16.00,415.00
8/25/2020,Chautauqua,5.00,204.00
8/26/2020,Chautauqua,30.00,683.00
8/27/2020,Chautauqua,15.00,665.00
8/28/2020,Chautauqua,18.00,492.00
8/29/2020,Chautauqua,9.00,361.00
8/30/2020,Chautauqua,12.00,676.00
8/31/2020,Chautauqua,11.00,747.00
9/1/2020,Chautauqua,23.00,653.00
9/2/2020,Chautauqua,24.00,543.00
9/3/2020,Chautauqua,12.00,557.00
9/4/2020,Chautauqua,7.00,459.00
9/5/2020,Chautauqua,4.00,522.00
9/6/2020,Chautauqua,1.00,430.00
9/7/2020,Chautauqua,1.00,207.00
9/8/2020,Chautauqua,1.00,261.00
9/9/2020,Chautauqua,14.00,530.00
9/10/2020,Chautauqua,4.00,399.00
9/11/2020,Chautauqua,11.00,514.00
9/12/2020,Chautauqua,8.00,376.00
9/13/2020,Chautauqua,1.00,140.00
9/14/2020,Chautauqua,7.00,420.00
9/15/2020,Chautauqua,4.00,630.00
9/16/2020,Chautauqua,6.00,536.00
9/17/2020,Chautauqua,2.00,463.00
9/18/2020,Chautauqua,1.00,387.00
9/19/2020,Chautauqua,1.00,388.00
9/20/2020,Chautauqua,4.00,451.00
9/21/2020,Chautauqua,6.00,607.00
9/22/2020,Chautauqua,4.00,530.00
9/23/2020,Chautauqua,3.00,276.00
9/24/2020,Chautauqua,7.00,762.00
9/25/2020,Chautauqua,7.00,502.00
9/26/2020,Chautauqua,5.00,608.00
9/27/2020,Chautauqua,5.00,343.00
9/28/2020,Chautauqua,7.00,774.00
9/29/2020,Chautauqua,5.00,486.00
9/30/2020,Chautauqua,12.00,600.00
10/1/2020,Chautauqua,2.00,588.00
10/2/2020,Chautauqua,7.00,1057.00
10/3/2020,Chautauqua,18.00,759.00
10/4/2020,Chautauqua,3.00,390.00
10/5/2020,Chautauqua,4.00,278.00
10/6/2020,Chautauqua,5.00,423.00
10/7/2020,Chautauqua,15.00,695.00
10/8/2020,Chautauqua,12.00,620.00
10/9/2020,Chautauqua,14.00,927.00
10/10/2020,Chautauqua,9.00,1167.00
10/11/2020,Chautauqua,4.00,288.00
10/12/2020,Chautauqua,37.00,413.00
10/13/2020,Chautauqua,16.00,406.00
10/14/2020,Chautauqua,10.00,285.00
10/15/2020,Chautauqua,13.00,640.00
10/16/2020,Chautauqua,18.00,548.00
10/17/2020,Chautauqua,7.00,368.00
10/18/2020,Chautauqua,3.00,513.00
10/19/2020,Chautauqua,6.00,558.00
10/20/2020,Chautauqua,40.00,540.00
10/21/2020,Chautauqua,13.00,932.00
10/22/2020,Chautauqua,10.00,488.00
10/23/2020,Chautauqua,9.00,910.00
10/24/2020,Chautauqua,7.00,769.00
10/25/2020,Chautauqua,3.00,433.00
10/26/2020,Chautauqua,18.00,793.00
10/27/2020,Chautauqua,19.00,622.00
10/28/2020,Chautauqua,31.00,1345.00
10/29/2020,Chautauqua,21.00,691.00
10/30/2020,Chautauqua,18.00,671.00
10/31/2020,Chautauqua,23.00,950.00
11/1/2020,Chautauqua,6.00,706.00
11/2/2020,Chautauqua,17.00,639.00
11/3/2020,Chautauqua,11.00,528.00
11/4/2020,Chautauqua,30.00,1009.00
11/5/2020,Chautauqua,13.00,1187.00
11/6/2020,Chautauqua,9.00,919.00
11/7/2020,Chautauqua,11.00,1006.00
11/8/2020,Chautauqua,4.00,261.00
11/9/2020,Chautauqua,18.00,574.00
11/10/2020,Chautauqua,25.00,1816.00
11/11/2020,Chautauqua,26.00,1245.00
11/12/2020,Chautauqua,23.00,3147.00
11/13/2020,Chautauqua,24.00,2006.00
11/14/2020,Chautauqua,5.00,300.00
11/15/2020,Chautauqua,9.00,515.00
11/16/2020,Chautauqua,17.00,709.00
11/17/2020,Chautauqua,39.00,1817.00
11/18/2020,Chautauqua,12.00,769.00
11/19/2020,Chautauqua,35.00,1291.00
11/20/2020,Chautauqua,11.00,608.00
11/21/2020,Chautauqua,30.00,970.00
11/22/2020,Chautauqua,11.00,400.00
11/23/2020,Chautauqua,11.00,433.00
11/24/2020,Chautauqua,35.00,1313.00
11/25/2020,Chautauqua,31.00,833.00
11/26/2020,Chautauqua,36.00,977.00
11/27/2020,Chautauqua,23.00,197.00
11/28/2020,Chautauqua,23.00,516.00
11/29/2020,Chautauqua,18.00,520.00
11/30/2020,Chautauqua,29.00,509.00
12/1/2020,Chautauqua,22.00,821.00
12/2/2020,Chautauqua,61.00,988.00
12/3/2020,Chautauqua,85.00,1592.00
12/4/2020,Chautauqua,64.00,1151.00
12/5/2020,Chautauqua,52.00,683.00
12/6/2020,Chautauqua,24.00,311.00
12/7/2020,Chautauqua,43.00,1015.00
12/8/2020,Chautauqua,67.00,633.00
12/9/2020,Chautauqua,72.00,1125.00
12/10/2020,Chautauqua,121.00,846.00
12/11/2020,Chautauqua,51.00,869.00
12/12/2020,Chautauqua,52.00,632.00
12/13/2020,Chautauqua,42.00,318.00
12/14/2020,Chautauqua,58.00,716.00
12/15/2020,Chautauqua,35.00,408.00
12/16/2020,Chautauqua,38.00,1290.00
12/17/2020,Chautauqua,128.00,1015.00
12/18/2020,Chautauqua,96.00,1554.00
12/19/2020,Chautauqua,50.00,1350.00
12/20/2020,Chautauqua,53.00,487.00
12/21/2020,Chautauqua,47.00,188.00
12/22/2020,Chautauqua,47.00,1037.00
12/23/2020,Chautauqua,70.00,924.00
12/24/2020,Chautauqua,113.00,1066.00
12/25/2020,Chautauqua,62.00,686.00
12/26/2020,Chautauqua,13.00,270.00
12/27/2020,Chautauqua,86.00,350.00
12/28/2020,Chautauqua,76.00,787.00
12/29/2020,Chautauqua,67.00,475.00
12/30/2020,Chautauqua,114.00,1273.00
12/31/2020,Chautauqua,107.00,1006.00
1/1/2021,Chautauqua,96.00,1329.00
1/2/2021,Chautauqua,64.00,410.00
1/3/2021,Chautauqua,130.00,663.00
1/4/2021,Chautauqua,102.00,432.00
1/5/2021,Chautauqua,109.00,694.00
1/6/2021,Chautauqua,61.00,1432.00
1/7/2021,Chautauqua,240.00,1256.00
1/8/2021,Chautauqua,134.00,1256.00
1/9/2021,Chautauqua,147.00,1158.00
1/10/2021,Chautauqua,99.00,923.00
1/11/2021,Chautauqua,119.00,933.00
1/12/2021,Chautauqua,78.00,558.00
1/13/2021,Chautauqua,87.00,1131.00
1/14/2021,Chautauqua,130.00,1271.00
1/15/2021,Chautauqua,129.00,1036.00
1/16/2021,Chautauqua,110.00,1476.00
1/17/2021,Chautauqua,81.00,716.00
1/18/2021,Chautauqua,60.00,630.00
1/19/2021,Chautauqua,59.00,784.00
1/20/2021,Chautauqua,82.00,1180.00
1/21/2021,Chautauqua,102.00,1041.00
1/22/2021,Chautauqua,103.00,859.00
1/23/2021,Chautauqua,66.00,1570.00
1/24/2021,Chautauqua,40.00,783.00
1/25/2021,Chautauqua,43.00,656.00
1/26/2021,Chautauqua,84.00,956.00
1/27/2021,Chautauqua,99.00,1331.00
1/28/2021,Chautauqua,62.00,1077.00
1/29/2021,Chautauqua,50.00,981.00
1/30/2021,Chautauqua,90.00,2459.00
1/31/2021,Chautauqua,33.00,395.00
2/1/2021,Chautauqua,46.00,443.00
2/2/2021,Chautauqua,36.00,766.00
2/3/2021,Chautauqua,71.00,1267.00
2/4/2021,Chautauqua,69.00,1273.00
2/5/2021,Chautauqua,46.00,1239.00
2/6/2021,Chautauqua,37.00,784.00
2/7/2021,Chautauqua,27.00,646.00
2/8/2021,Chautauqua,14.00,318.00
2/9/2021,Chautauqua,49.00,1515.00
2/10/2021,Chautauqua,31.00,2663.00
3/1/2020,Chemung,0.00,0.00
3/2/2020,Chemung,0.00,0.00
3/3/2020,Chemung,0.00,0.00
3/4/2020,Chemung,0.00,0.00
3/5/2020,Chemung,0.00,0.00
3/6/2020,Chemung,0.00,0.00
3/7/2020,Chemung,0.00,0.00
3/8/2020,Chemung,0.00,0.00
3/9/2020,Chemung,0.00,0.00
3/10/2020,Chemung,0.00,1.00
3/11/2020,Chemung,0.00,0.00
